,Pair,Count
801,531 - Change ink cartridge: Expired;561 - Gutter pump vacuum loss but has recovered,6
802,524 - Insert ITM: no valid ITM present;542 - Change makeup cartridge: Cartridge Empty,4
803,25 - Add make-up cartridge;524 - Insert ITM: no valid ITM present,6
804,12 - Charge detection error;524 - Insert ITM: no valid ITM present,5
805,12 - Charge detection error;531 - Change ink cartridge: Expired,10
806,12 - Charge detection error;542 - Change makeup cartridge: Cartridge Empty,26
807,25 - Add make-up cartridge;607 - Ink cartridge not engaged,9
808,12 - Charge detection error;607 - Ink cartridge not engaged,12
809,560 - Vacuum loss recovery time out;564 - Gutter vacuum cannot be generated,8
810,564 - Gutter vacuum cannot be generated;581 - ITM life expiry: First Warning,4
811,560 - Vacuum loss recovery time out;581 - ITM life expiry: First Warning,5
812,"238 - Insufficient gutter vacuum: retrying;570 - Start-up pressure, via wash valve, not achieved yet: retrying...",1
813,"238 - Insufficient gutter vacuum: retrying;571 - Start-up pressure, via wash valve, cannot be achieved",1
814,"534 - Insert ink cartridge: No Valid Cartridge Present;570 - Start-up pressure, via wash valve, not achieved yet: retrying...",2
815,"544 - Insert makeup cartridge - no valid cartridge present;570 - Start-up pressure, via wash valve, not achieved yet: retrying...",1
816,"570 - Start-up pressure, via wash valve, not achieved yet: retrying...;607 - Ink cartridge not engaged",2
817,"1201 - High viscosity;570 - Start-up pressure, via wash valve, not achieved yet: retrying...",2
818,"142 - Recovered successfully;570 - Start-up pressure, via wash valve, not achieved yet: retrying...",1
819,"534 - Insert ink cartridge: No Valid Cartridge Present;571 - Start-up pressure, via wash valve, cannot be achieved",2
820,"544 - Insert makeup cartridge - no valid cartridge present;571 - Start-up pressure, via wash valve, cannot be achieved",1
821,"571 - Start-up pressure, via wash valve, cannot be achieved;607 - Ink cartridge not engaged",2
822,"1201 - High viscosity;571 - Start-up pressure, via wash valve, cannot be achieved",2
823,"142 - Recovered successfully;571 - Start-up pressure, via wash valve, cannot be achieved",1
824,1201 - High viscosity;142 - Recovered successfully,16
825,1370 - Print head cover removed;46 - Makeup Level too High,2
826,1371 - Printing is disabled with print head cover removed;46 - Makeup Level too High,2
827,544 - Insert makeup cartridge - no valid cartridge present;560 - Vacuum loss recovery time out,7
828,234 - Gutter Stall;238 - Insufficient gutter vacuum: retrying,3
829,532 - Change ink cartridge: Empty;542 - Change makeup cartridge: Cartridge Empty,7
830,1017 - Print delay too short;542 - Change makeup cartridge: Cartridge Empty,3
831,10 - Print Stretch Detected;19 - Add ink cartridge,8
832,"13 - Long or too fast print, check print quality;19 - Add ink cartridge",2
833,"13 - Long or too fast print, check print quality;15 - Deflection EHT has tripped",1
834,"13 - Long or too fast print, check print quality;138 - Print trigger occurred too early",1
835,"10 - Print Stretch Detected;13 - Long or too fast print, check print quality",1
836,236 - Gutter blocked attempting to clear;524 - Insert ITM: no valid ITM present,1
837,20 - Ink Level Below Minimum;236 - Gutter blocked attempting to clear,3
838,236 - Gutter blocked attempting to clear;590 - Persistent fault,4
839,238 - Insufficient gutter vacuum: retrying;557 - Misaligned jet at start-up,11
840,557 - Misaligned jet at start-up;558 - Gutter dry while running,2
841,551 - Gutter cannot be cleared;561 - Gutter pump vacuum loss but has recovered,2
842,213 - Inspection Required;551 - Gutter cannot be cleared,2
843,52 - Jet modulation has failed;551 - Gutter cannot be cleared,3
844,143 - The attempt to recover has failed;551 - Gutter cannot be cleared,3
845,213 - Inspection Required;561 - Gutter pump vacuum loss but has recovered,7
846,52 - Jet modulation has failed;561 - Gutter pump vacuum loss but has recovered,8
847,140 - Ink detected on the charge electrode;531 - Change ink cartridge: Expired,4
848,140 - Ink detected on the charge electrode;46 - Makeup Level too High,3
849,1371 - Printing is disabled with print head cover removed;542 - Change makeup cartridge: Cartridge Empty,4
850,544 - Insert makeup cartridge - no valid cartridge present;608 - Makeup cartridge not engaged,15
851,1371 - Printing is disabled with print head cover removed;544 - Insert makeup cartridge - no valid cartridge present,9
852,1370 - Print head cover removed;608 - Makeup cartridge not engaged,1
853,1371 - Printing is disabled with print head cover removed;608 - Makeup cartridge not engaged,1
854,1370 - Print head cover removed;53 - Make-up Level Below Minimum,1
855,1371 - Printing is disabled with print head cover removed;53 - Make-up Level Below Minimum,2
856,1371 - Printing is disabled with print head cover removed;25 - Add make-up cartridge,9
857,16 - Viscosity Out of Range;25 - Add make-up cartridge,8
858,1370 - Print head cover removed;15 - Deflection EHT has tripped,8
859,1201 - High viscosity;1370 - Print head cover removed,2
860,1370 - Print head cover removed;16 - Viscosity Out of Range,1
861,1371 - Printing is disabled with print head cover removed;15 - Deflection EHT has tripped,7
862,1201 - High viscosity;1371 - Printing is disabled with print head cover removed,3
863,1371 - Printing is disabled with print head cover removed;16 - Viscosity Out of Range,2
864,236 - Gutter blocked attempting to clear;238 - Insufficient gutter vacuum: retrying,2
865,237 - Gutter Blocked;238 - Insufficient gutter vacuum: retrying,1
866,53 - Make-up Level Below Minimum;581 - ITM life expiry: First Warning,5
867,19 - Add ink cartridge;53 - Make-up Level Below Minimum,6
868,117 - Positive air to the print head has failed;236 - Gutter blocked attempting to clear,1
869,1018 - Internal gearbox frequency too high;531 - Change ink cartridge: Expired,1
870,25 - Add make-up cartridge;620 - Ink cartridge tag out of range,3
871,542 - Change makeup cartridge: Cartridge Empty;621 - Makeup cartridge tag out of range,2
872,117 - Positive air to the print head has failed;139 - Print Trigger Occurred While Printing,6
873,236 - Gutter blocked attempting to clear;564 - Gutter vacuum cannot be generated,3
874,237 - Gutter Blocked;564 - Gutter vacuum cannot be generated,2
875,542 - Change makeup cartridge: Cartridge Empty;564 - Gutter vacuum cannot be generated,6
876,143 - The attempt to recover has failed;564 - Gutter vacuum cannot be generated,5
877,238 - Insufficient gutter vacuum: retrying;52 - Jet modulation has failed,8
878,542 - Change makeup cartridge: Cartridge Empty;558 - Gutter dry while running,1
879,1017 - Print delay too short;561 - Gutter pump vacuum loss but has recovered,2
880,10 - Print Stretch Detected;1370 - Print head cover removed,8
881,10 - Print Stretch Detected;1371 - Printing is disabled with print head cover removed,5
882,139 - Print Trigger Occurred While Printing;19 - Add ink cartridge,18
883,238 - Insufficient gutter vacuum: retrying;609 - Ensure all consumables are engaged,2
884,531 - Change ink cartridge: Expired;609 - Ensure all consumables are engaged,4
885,542 - Change makeup cartridge: Cartridge Empty;609 - Ensure all consumables are engaged,33
886,46 - Makeup Level too High;542 - Change makeup cartridge: Cartridge Empty,20
887,544 - Insert makeup cartridge - no valid cartridge present;609 - Ensure all consumables are engaged,14
888,46 - Makeup Level too High;609 - Ensure all consumables are engaged,4
889,15 - Deflection EHT has tripped;609 - Ensure all consumables are engaged,8
890,139 - Print Trigger Occurred While Printing;609 - Ensure all consumables are engaged,2
891,142 - Recovered successfully;609 - Ensure all consumables are engaged,6
892,25 - Add make-up cartridge;46 - Makeup Level too High,20
893,1201 - High viscosity;134 - Unexpected shutdown,6
894,557 - Misaligned jet at start-up;608 - Makeup cartridge not engaged,4
895,557 - Misaligned jet at start-up;590 - Persistent fault,7
896,46 - Makeup Level too High;581 - ITM life expiry: First Warning,2
897,117 - Positive air to the print head has failed;560 - Vacuum loss recovery time out,1
898,117 - Positive air to the print head has failed;542 - Change makeup cartridge: Cartridge Empty,9
899,117 - Positive air to the print head has failed;608 - Makeup cartridge not engaged,1
900,117 - Positive air to the print head has failed;25 - Add make-up cartridge,9
901,117 - Positive air to the print head has failed;590 - Persistent fault,1
902,117 - Positive air to the print head has failed;12 - Charge detection error,2
903,542 - Change makeup cartridge: Cartridge Empty;560 - Vacuum loss recovery time out,9
904,560 - Vacuum loss recovery time out;608 - Makeup cartridge not engaged,1
905,25 - Add make-up cartridge;560 - Vacuum loss recovery time out,13
906,560 - Vacuum loss recovery time out;590 - Persistent fault,3
907,12 - Charge detection error;608 - Makeup cartridge not engaged,5
908,238 - Insufficient gutter vacuum: retrying;24 - Gutter dry at start-up,1
909,24 - Gutter dry at start-up;558 - Gutter dry while running,2
910,24 - Gutter dry at start-up;607 - Ink cartridge not engaged,3
911,558 - Gutter dry while running;607 - Ink cartridge not engaged,1
912,524 - Insert ITM: no valid ITM present;581 - ITM life expiry: First Warning,6
913,52 - Jet modulation has failed;524 - Insert ITM: no valid ITM present,2
914,531 - Change ink cartridge: Expired;581 - ITM life expiry: First Warning,12
915,52 - Jet modulation has failed;531 - Change ink cartridge: Expired,8
916,134 - Unexpected shutdown;581 - ITM life expiry: First Warning,17
917,25 - Add make-up cartridge;557 - Misaligned jet at start-up,21
918,24 - Gutter dry at start-up;561 - Gutter pump vacuum loss but has recovered,3
919,24 - Gutter dry at start-up;609 - Ensure all consumables are engaged,1
920,19 - Add ink cartridge;24 - Gutter dry at start-up,3
921,24 - Gutter dry at start-up;41 - Ink level high,4
922,24 - Gutter dry at start-up;590 - Persistent fault,2
923,561 - Gutter pump vacuum loss but has recovered;609 - Ensure all consumables are engaged,2
924,561 - Gutter pump vacuum loss but has recovered;590 - Persistent fault,2
925,19 - Add ink cartridge;590 - Persistent fault,8
926,1005 - Unexpected exception in print system;534 - Insert ink cartridge: No Valid Cartridge Present,1
927,236 - Gutter blocked attempting to clear;557 - Misaligned jet at start-up,5
928,12 - Charge detection error;236 - Gutter blocked attempting to clear,7
929,237 - Gutter Blocked;52 - Jet modulation has failed,5
930,134 - Unexpected shutdown;237 - Gutter Blocked,2
931,142 - Recovered successfully;41 - Ink level high,18
932,139 - Print Trigger Occurred While Printing;68 - Ink temperature low,1
933,557 - Misaligned jet at start-up;561 - Gutter pump vacuum loss but has recovered,10
934,140 - Ink detected on the charge electrode;16 - Viscosity Out of Range,5
935,10 - Print Stretch Detected;622 - ITM tag out of range,2
936,234 - Gutter Stall;558 - Gutter dry while running,1
937,558 - Gutter dry while running;560 - Vacuum loss recovery time out,2
938,558 - Gutter dry while running;561 - Gutter pump vacuum loss but has recovered,3
939,139 - Print Trigger Occurred While Printing;558 - Gutter dry while running,2
940,10 - Print Stretch Detected;558 - Gutter dry while running,2
941,234 - Gutter Stall;551 - Gutter cannot be cleared,1
942,234 - Gutter Stall;554 - Jetting pressure has not been reached,1
943,551 - Gutter cannot be cleared;560 - Vacuum loss recovery time out,1
944,554 - Jetting pressure has not been reached;560 - Vacuum loss recovery time out,1
945,1017 - Print delay too short;12 - Charge detection error,5
946,234 - Gutter Stall;53 - Make-up Level Below Minimum,1
947,16 - Viscosity Out of Range;560 - Vacuum loss recovery time out,11
948,52 - Jet modulation has failed;560 - Vacuum loss recovery time out,3
949,140 - Ink detected on the charge electrode;590 - Persistent fault,2
950,561 - Gutter pump vacuum loss but has recovered;573 - Viscometer fault 1,6
951,20 - Ink Level Below Minimum;561 - Gutter pump vacuum loss but has recovered,2
952,19 - Add ink cartridge;573 - Viscometer fault 1,2
953,1370 - Print head cover removed;573 - Viscometer fault 1,2
954,1371 - Printing is disabled with print head cover removed;573 - Viscometer fault 1,1
955,1201 - High viscosity;573 - Viscometer fault 1,1
956,1370 - Print head cover removed;20 - Ink Level Below Minimum,1
957,1371 - Printing is disabled with print head cover removed;20 - Ink Level Below Minimum,1
958,140 - Ink detected on the charge electrode;238 - Insufficient gutter vacuum: retrying,4
959,143 - The attempt to recover has failed;238 - Insufficient gutter vacuum: retrying,3
960,140 - Ink detected on the charge electrode;19 - Add ink cartridge,5
961,140 - Ink detected on the charge electrode;524 - Insert ITM: no valid ITM present,2
962,140 - Ink detected on the charge electrode;581 - ITM life expiry: First Warning,8
963,16 - Viscosity Out of Range;531 - Change ink cartridge: Expired,6
964,10 - Print Stretch Detected;1008 - Label stroke pitch too small for encoder resolution,2
965,236 - Gutter blocked attempting to clear;24 - Gutter dry at start-up,4
966,24 - Gutter dry at start-up;557 - Misaligned jet at start-up,5
967,24 - Gutter dry at start-up;52 - Jet modulation has failed,4
968,12 - Charge detection error;24 - Gutter dry at start-up,3
969,143 - The attempt to recover has failed;24 - Gutter dry at start-up,4
970,1018 - Internal gearbox frequency too high;15 - Deflection EHT has tripped,2
971,1018 - Internal gearbox frequency too high;139 - Print Trigger Occurred While Printing,2
972,10 - Print Stretch Detected;1018 - Internal gearbox frequency too high,3
973,1018 - Internal gearbox frequency too high;142 - Recovered successfully,4
974,45 - Watchdog Reset;581 - ITM life expiry: First Warning,1
975,45 - Watchdog Reset;52 - Jet modulation has failed,1
976,19 - Add ink cartridge;236 - Gutter blocked attempting to clear,3
977,237 - Gutter Blocked;24 - Gutter dry at start-up,2
978,19 - Add ink cartridge;237 - Gutter Blocked,5
979,24 - Gutter dry at start-up;550 - Degraded gutter clearing at start-up,5
980,19 - Add ink cartridge;550 - Degraded gutter clearing at start-up,2
981,41 - Ink level high;622 - ITM tag out of range,1
982,"13 - Long or too fast print, check print quality;532 - Change ink cartridge: Empty",1
983,15 - Deflection EHT has tripped;558 - Gutter dry while running,3
984,16 - Viscosity Out of Range;558 - Gutter dry while running,1
985,12 - Charge detection error;558 - Gutter dry while running,2
986,142 - Recovered successfully;558 - Gutter dry while running,3
987,236 - Gutter blocked attempting to clear;611 - Please add a new makeup cartridge. Makeup fully expended,1
988,236 - Gutter blocked attempting to clear;608 - Makeup cartridge not engaged,3
989,557 - Misaligned jet at start-up;611 - Please add a new makeup cartridge. Makeup fully expended,1
990,53 - Make-up Level Below Minimum;557 - Misaligned jet at start-up,6
991,608 - Makeup cartridge not engaged;611 - Please add a new makeup cartridge. Makeup fully expended,1
992,138 - Print trigger occurred too early;611 - Please add a new makeup cartridge. Makeup fully expended,3
993,138 - Print trigger occurred too early;608 - Makeup cartridge not engaged,4
994,16 - Viscosity Out of Range;237 - Gutter Blocked,1
995,213 - Inspection Required;237 - Gutter Blocked,4
996,140 - Ink detected on the charge electrode;237 - Gutter Blocked,3
997,15 - Deflection EHT has tripped;564 - Gutter vacuum cannot be generated,9
998,142 - Recovered successfully;564 - Gutter vacuum cannot be generated,6
999,1370 - Print head cover removed;534 - Insert ink cartridge: No Valid Cartridge Present,4
1000,1371 - Printing is disabled with print head cover removed;534 - Insert ink cartridge: No Valid Cartridge Present,3
1001,1370 - Print head cover removed;590 - Persistent fault,1
1002,1371 - Printing is disabled with print head cover removed;590 - Persistent fault,3
1003,12 - Charge detection error;20 - Ink Level Below Minimum,2
1004,17 - Viscometer fault;25 - Add make-up cartridge,1
1005,17 - Viscometer fault;52 - Jet modulation has failed,1
1006,134 - Unexpected shutdown;26 - Printhead heater temperature high,1
1007,134 - Unexpected shutdown;170 - Printhead temperature imbalance,1
1008,26 - Printhead heater temperature high;542 - Change makeup cartridge: Cartridge Empty,1
1009,170 - Printhead temperature imbalance;542 - Change makeup cartridge: Cartridge Empty,1
1010,26 - Printhead heater temperature high;544 - Insert makeup cartridge - no valid cartridge present,1
1011,170 - Printhead temperature imbalance;544 - Insert makeup cartridge - no valid cartridge present,1
1012,170 - Printhead temperature imbalance;26 - Printhead heater temperature high,1
1013,213 - Inspection Required;26 - Printhead heater temperature high,3
1014,170 - Printhead temperature imbalance;213 - Inspection Required,1
1015,234 - Gutter Stall;564 - Gutter vacuum cannot be generated,2
1016,234 - Gutter Stall;24 - Gutter dry at start-up,1
1017,1201 - High viscosity;234 - Gutter Stall,1
1018,16 - Viscosity Out of Range;234 - Gutter Stall,1
1019,24 - Gutter dry at start-up;564 - Gutter vacuum cannot be generated,1
1020,140 - Ink detected on the charge electrode;564 - Gutter vacuum cannot be generated,2
1021,24 - Gutter dry at start-up;560 - Vacuum loss recovery time out,2
1022,10 - Print Stretch Detected;24 - Gutter dry at start-up,1
1023,1201 - High viscosity;24 - Gutter dry at start-up,1
1024,16 - Viscosity Out of Range;24 - Gutter dry at start-up,3
1025,140 - Ink detected on the charge electrode;24 - Gutter dry at start-up,2
1026,10 - Print Stretch Detected;1201 - High viscosity,6
1027,41 - Ink level high;558 - Gutter dry while running,1
1028,19 - Add ink cartridge;234 - Gutter Stall,1
1029,140 - Ink detected on the charge electrode;573 - Viscometer fault 1,1
1030,542 - Change makeup cartridge: Cartridge Empty;620 - Ink cartridge tag out of range,1
1031,542 - Change makeup cartridge: Cartridge Empty;622 - ITM tag out of range,1
1032,590 - Persistent fault;620 - Ink cartridge tag out of range,1
1033,25 - Add make-up cartridge;622 - ITM tag out of range,1
1034,590 - Persistent fault;622 - ITM tag out of range,1
1035,139 - Print Trigger Occurred While Printing;236 - Gutter blocked attempting to clear,4
1036,10 - Print Stretch Detected;236 - Gutter blocked attempting to clear,1
1037,550 - Degraded gutter clearing at start-up;581 - ITM life expiry: First Warning,3
1038,15 - Deflection EHT has tripped;550 - Degraded gutter clearing at start-up,13
1039,237 - Gutter Blocked;41 - Ink level high,5
1040,1000 - Raster unavailable;46 - Makeup Level too High,1
1041,1000 - Raster unavailable;1370 - Print head cover removed,2
1042,139 - Print Trigger Occurred While Printing;564 - Gutter vacuum cannot be generated,4
1043,1008 - Label stroke pitch too small for encoder resolution;138 - Print trigger occurred too early,1
1044,1008 - Label stroke pitch too small for encoder resolution;139 - Print Trigger Occurred While Printing,3
1045,560 - Vacuum loss recovery time out;607 - Ink cartridge not engaged,2
1046,581 - ITM life expiry: First Warning;607 - Ink cartridge not engaged,6
1047,134 - Unexpected shutdown;551 - Gutter cannot be cleared,3
1048,237 - Gutter Blocked;566 - Gutter blocked in run,1
1049,561 - Gutter pump vacuum loss but has recovered;566 - Gutter blocked in run,1
1050,542 - Change makeup cartridge: Cartridge Empty;566 - Gutter blocked in run,1
1051,544 - Insert makeup cartridge - no valid cartridge present;566 - Gutter blocked in run,1
1052,25 - Add make-up cartridge;566 - Gutter blocked in run,1
1053,15 - Deflection EHT has tripped;566 - Gutter blocked in run,1
1054,237 - Gutter Blocked;561 - Gutter pump vacuum loss but has recovered,4
1055,237 - Gutter Blocked;544 - Insert makeup cartridge - no valid cartridge present,8
1056,583 - Invalid tag(s);621 - Makeup cartridge tag out of range,1
1057,535 - Ink cartridge removed: First Warning;621 - Makeup cartridge tag out of range,1
1058,536 - Ink cartridge removed second warning;621 - Makeup cartridge tag out of range,1
1059,537 - Ink cartridge removed timeout;621 - Makeup cartridge tag out of range,1
1060,545 - Makeup cartridge removed first warning;621 - Makeup cartridge tag out of range,2
1061,546 - Makeup cartridge removed second warning;621 - Makeup cartridge tag out of range,2
1062,547 - Makeup cartridge removed timeout;621 - Makeup cartridge tag out of range,1
1063,557 - Misaligned jet at start-up;560 - Vacuum loss recovery time out,2
1064,136 - Unable to detect printhead;19 - Add ink cartridge,1
1065,136 - Unable to detect printhead;15 - Deflection EHT has tripped,1
1066,46 - Makeup Level too High;561 - Gutter pump vacuum loss but has recovered,2
1067,510 - Service module disconnected;531 - Change ink cartridge: Expired,1
1068,236 - Gutter blocked attempting to clear;609 - Ensure all consumables are engaged,2
1069,237 - Gutter Blocked;581 - ITM life expiry: First Warning,4
1070,237 - Gutter Blocked;609 - Ensure all consumables are engaged,1
1071,1000 - Raster unavailable;542 - Change makeup cartridge: Cartridge Empty,1
1072,1000 - Raster unavailable;25 - Add make-up cartridge,2
1073,1000 - Raster unavailable;139 - Print Trigger Occurred While Printing,3
1074,10 - Print Stretch Detected;1000 - Raster unavailable,1
1075,1000 - Raster unavailable;213 - Inspection Required,2
1076,1017 - Print delay too short;1371 - Printing is disabled with print head cover removed,2
1077,1371 - Printing is disabled with print head cover removed;52 - Jet modulation has failed,7
1078,1371 - Printing is disabled with print head cover removed;143 - The attempt to recover has failed,5
1079,1017 - Print delay too short;143 - The attempt to recover has failed,1
1080,134 - Unexpected shutdown;17 - Viscometer fault,1
1081,15 - Deflection EHT has tripped;17 - Viscometer fault,1
1082,1018 - Internal gearbox frequency too high;581 - ITM life expiry: First Warning,1
1083,117 - Positive air to the print head has failed;609 - Ensure all consumables are engaged,1
1084,236 - Gutter blocked attempting to clear;560 - Vacuum loss recovery time out,2
1085,236 - Gutter blocked attempting to clear;25 - Add make-up cartridge,11
1086,15 - Deflection EHT has tripped;560 - Vacuum loss recovery time out,9
1087,551 - Gutter cannot be cleared;557 - Misaligned jet at start-up,1
1088,551 - Gutter cannot be cleared;607 - Ink cartridge not engaged,1
1089,19 - Add ink cartridge;551 - Gutter cannot be cleared,2
1090,53 - Make-up Level Below Minimum;551 - Gutter cannot be cleared,1
1091,551 - Gutter cannot be cleared;590 - Persistent fault,1
1092,557 - Misaligned jet at start-up;607 - Ink cartridge not engaged,8
1093,12 - Charge detection error;53 - Make-up Level Below Minimum,5
1094,"575 - Start-up pressure, via feed and bleed valves, cannot be achieved;611 - Please add a new makeup cartridge. Makeup fully expended",2
1095,"576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...;611 - Please add a new makeup cartridge. Makeup fully expended",2
1096,534 - Insert ink cartridge: No Valid Cartridge Present;611 - Please add a new makeup cartridge. Makeup fully expended,4
1097,"542 - Change makeup cartridge: Cartridge Empty;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",1
1098,"25 - Add make-up cartridge;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",2
1099,"52 - Jet modulation has failed;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",1
1100,"12 - Charge detection error;575 - Start-up pressure, via feed and bleed valves, cannot be achieved",2
1101,"542 - Change makeup cartridge: Cartridge Empty;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",1
1102,"25 - Add make-up cartridge;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",2
1103,"52 - Jet modulation has failed;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",1
1104,"12 - Charge detection error;576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...",2
1105,510 - Service module disconnected;561 - Gutter pump vacuum loss but has recovered,1
1106,510 - Service module disconnected;581 - ITM life expiry: First Warning,1
1107,12 - Charge detection error;510 - Service module disconnected,1
1108,1000 - Raster unavailable;15 - Deflection EHT has tripped,1
1109,10 - Print Stretch Detected;609 - Ensure all consumables are engaged,4
1110,542 - Change makeup cartridge: Cartridge Empty;611 - Please add a new makeup cartridge. Makeup fully expended,4
1111,25 - Add make-up cartridge;611 - Please add a new makeup cartridge. Makeup fully expended,5
1112,139 - Print Trigger Occurred While Printing;611 - Please add a new makeup cartridge. Makeup fully expended,1
1113,213 - Inspection Required;611 - Please add a new makeup cartridge. Makeup fully expended,4
1114,142 - Recovered successfully;551 - Gutter cannot be cleared,1
1115,557 - Misaligned jet at start-up;609 - Ensure all consumables are engaged,3
1116,134 - Unexpected shutdown;143 - The attempt to recover has failed,5
1117,20 - Ink Level Below Minimum;24 - Gutter dry at start-up,1
1118,24 - Gutter dry at start-up;25 - Add make-up cartridge,1
1119,20 - Ink Level Below Minimum;25 - Add make-up cartridge,3
1120,"575 - Start-up pressure, via feed and bleed valves, cannot be achieved;581 - ITM life expiry: First Warning",2
1121,"575 - Start-up pressure, via feed and bleed valves, cannot be achieved;608 - Makeup cartridge not engaged",1
1122,"576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...;581 - ITM life expiry: First Warning",2
1123,"576 - Start-up pressure, via feed and bleed valves, not achieved yet: retrying...;608 - Makeup cartridge not engaged",1
1124,238 - Insufficient gutter vacuum: retrying;581 - ITM life expiry: First Warning,10
1125,236 - Gutter blocked attempting to clear;573 - Viscometer fault 1,1
1126,236 - Gutter blocked attempting to clear;544 - Insert makeup cartridge - no valid cartridge present,8
1127,1006 - The label selection input slot is not mapped to a label;236 - Gutter blocked attempting to clear,1
1128,237 - Gutter Blocked;573 - Viscometer fault 1,1
1129,1006 - The label selection input slot is not mapped to a label;237 - Gutter Blocked,1
1130,1006 - The label selection input slot is not mapped to a label;561 - Gutter pump vacuum loss but has recovered,1
1131,1006 - The label selection input slot is not mapped to a label;573 - Viscometer fault 1,1
1132,12 - Charge detection error;573 - Viscometer fault 1,3
1133,143 - The attempt to recover has failed;573 - Viscometer fault 1,2
1134,1006 - The label selection input slot is not mapped to a label;534 - Insert ink cartridge: No Valid Cartridge Present,1
1135,1006 - The label selection input slot is not mapped to a label;544 - Insert makeup cartridge - no valid cartridge present,1
1136,1006 - The label selection input slot is not mapped to a label;12 - Charge detection error,1
1137,1006 - The label selection input slot is not mapped to a label;143 - The attempt to recover has failed,1
1138,551 - Gutter cannot be cleared;555 - Printhead not reached temperature,4
1139,236 - Gutter blocked attempting to clear;46 - Makeup Level too High,2
1140,213 - Inspection Required;236 - Gutter blocked attempting to clear,4
1141,1370 - Print head cover removed;138 - Print trigger occurred too early,5
1142,1370 - Print head cover removed;213 - Inspection Required,4
1143,1371 - Printing is disabled with print head cover removed;138 - Print trigger occurred too early,4
1144,1371 - Printing is disabled with print head cover removed;213 - Inspection Required,3
1145,1000 - Raster unavailable;12 - Charge detection error,2
1146,117 - Positive air to the print head has failed;561 - Gutter pump vacuum loss but has recovered,1
1147,534 - Insert ink cartridge: No Valid Cartridge Present;564 - Gutter vacuum cannot be generated,4
1148,532 - Change ink cartridge: Empty;544 - Insert makeup cartridge - no valid cartridge present,7
1149,41 - Ink level high;608 - Makeup cartridge not engaged,8
1150,10 - Print Stretch Detected;608 - Makeup cartridge not engaged,5
1151,237 - Gutter Blocked;590 - Persistent fault,3
1152,1370 - Print head cover removed;557 - Misaligned jet at start-up,2
1153,1371 - Printing is disabled with print head cover removed;557 - Misaligned jet at start-up,3
1154,41 - Ink level high;545 - Makeup cartridge removed first warning,1
1155,41 - Ink level high;546 - Makeup cartridge removed second warning,1
1156,45 - Watchdog Reset;561 - Gutter pump vacuum loss but has recovered,1
1157,45 - Watchdog Reset;573 - Viscometer fault 1,1
1158,1017 - Print delay too short;1370 - Print head cover removed,1
1159,"237 - Gutter Blocked;570 - Start-up pressure, via wash valve, not achieved yet: retrying...",1
1160,"237 - Gutter Blocked;571 - Start-up pressure, via wash valve, cannot be achieved",1
1161,237 - Gutter Blocked;53 - Make-up Level Below Minimum,4
1162,"53 - Make-up Level Below Minimum;570 - Start-up pressure, via wash valve, not achieved yet: retrying...",1
1163,"143 - The attempt to recover has failed;570 - Start-up pressure, via wash valve, not achieved yet: retrying...",1
1164,"53 - Make-up Level Below Minimum;571 - Start-up pressure, via wash valve, cannot be achieved",1
1165,"143 - The attempt to recover has failed;571 - Start-up pressure, via wash valve, cannot be achieved",1
1166,238 - Insufficient gutter vacuum: retrying;560 - Vacuum loss recovery time out,9
1167,524 - Insert ITM: no valid ITM present;560 - Vacuum loss recovery time out,1
1168,16 - Viscosity Out of Range;524 - Insert ITM: no valid ITM present,2
1169,19 - Add ink cartridge;560 - Vacuum loss recovery time out,2
1170,52 - Jet modulation has failed;573 - Viscometer fault 1,2
1171,531 - Change ink cartridge: Expired;564 - Gutter vacuum cannot be generated,5
1172,531 - Change ink cartridge: Expired;560 - Vacuum loss recovery time out,1
1173,41 - Ink level high;560 - Vacuum loss recovery time out,3
1174,19 - Add ink cartridge;46 - Makeup Level too High,9
1175,1371 - Printing is disabled with print head cover removed;139 - Print Trigger Occurred While Printing,1
1176,1370 - Print head cover removed;238 - Insufficient gutter vacuum: retrying,3
1177,41 - Ink level high;45 - Watchdog Reset,2
1178,140 - Ink detected on the charge electrode;236 - Gutter blocked attempting to clear,2
1179,24 - Gutter dry at start-up;581 - ITM life expiry: First Warning,1
1180,41 - Ink level high;581 - ITM life expiry: First Warning,7
1181,237 - Gutter Blocked;607 - Ink cartridge not engaged,4
1182,25 - Add make-up cartridge;564 - Gutter vacuum cannot be generated,7
1183,235 - Gutter pump not rotating;552 - Pressure has not been reached,2
1184,235 - Gutter pump not rotating;544 - Insert makeup cartridge - no valid cartridge present,2
1185,139 - Print Trigger Occurred While Printing;235 - Gutter pump not rotating,1
1186,544 - Insert makeup cartridge - no valid cartridge present;552 - Pressure has not been reached,2
1187,139 - Print Trigger Occurred While Printing;552 - Pressure has not been reached,1
1188,237 - Gutter Blocked;46 - Makeup Level too High,2
